# BUSCO version is: 5.4.4 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
425at4891	Complete	ptg000003l	361568	365176	+	1903.7	992	https://www.orthodb.org/v10?query=425at4891	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
431at4891	Complete	ptg000002l	458675	462850	-	1768.7	1066	https://www.orthodb.org/v10?query=431at4891	L-aminoadipate-semialdehyde dehydrogenase
443at4891	Complete	ptg000006l	57374	62125	-	1109.3	841	https://www.orthodb.org/v10?query=443at4891	Vacuolar membrane-associated protein IML1
455at4891	Complete	ptg000008l	372368	376717	-	1042.8	1058	https://www.orthodb.org/v10?query=455at4891	Transcription elongation factor Spt6
468at4891	Complete	ptg000007l	557188	562155	-	1567.6	1022	https://www.orthodb.org/v10?query=468at4891	P-type ATPase
469at4891	Complete	ptg000003l	847679	852157	+	640.0	908	https://www.orthodb.org/v10?query=469at4891	Rho GTPase activation protein
471at4891	Complete	ptg000009l	471289	477783	-	842.8	1015	https://www.orthodb.org/v10?query=471at4891	Ras guanine nucleotide exchange factor domain superfamily
510at4891	Complete	ptg000005l	1121685	1125347	+	1193.5	943	https://www.orthodb.org/v10?query=510at4891	Protein MSN5
514at4891	Complete	ptg000015l	37376	42961	+	1487.6	1392	https://www.orthodb.org/v10?query=514at4891	Proteasome component ECM29
515at4891	Complete	ptg000009l	500327	504730	+	1583.5	987	https://www.orthodb.org/v10?query=515at4891	Chromo domain
519at4891	Complete	ptg000002l	224370	231845	+	1806.5	1723	https://www.orthodb.org/v10?query=519at4891	Armadillo-type fold
528at4891	Complete	ptg000008l	481156	485229	+	1774.7	1026	https://www.orthodb.org/v10?query=528at4891	PurM-like, C-terminal domain
535at4891	Duplicated	ptg000002l	76832	81055	+	846.5	863	https://www.orthodb.org/v10?query=535at4891	Nucleoporin-domain-containing protein
535at4891	Duplicated	ptg000009l	369148	373299	-	731.4	828	https://www.orthodb.org/v10?query=535at4891	Nucleoporin-domain-containing protein
540at4891	Complete	ptg000007l	57813	62477	-	1063.5	1254	https://www.orthodb.org/v10?query=540at4891	Nucleoporin Nup188
569at4891	Complete	ptg000003l	705726	710201	+	1120.5	857	https://www.orthodb.org/v10?query=569at4891	DNA polymerase
578at4891	Complete	ptg000005l	1043869	1047939	+	899.9	984	https://www.orthodb.org/v10?query=578at4891	pre-mRNA 3'-end processing factor CF II
594at4891	Complete	ptg000011l	725205	728642	-	1921.2	972	https://www.orthodb.org/v10?query=594at4891	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
630at4891	Complete	ptg000005l	778535	783907	-	1767.2	1265	https://www.orthodb.org/v10?query=630at4891	Sec7, C-terminal
631at4891	Complete	ptg000012l	120815	124795	+	1692.0	930	https://www.orthodb.org/v10?query=631at4891	P-type ATPase
652at4891	Complete	ptg000014l	462050	467137	-	864.9	894	https://www.orthodb.org/v10?query=652at4891	Anaphase-promoting complex (APC), subunit 1 (meiotic check point regulator/Tsg24)
662at4891	Complete	ptg000006l	705691	711654	+	611.1	983	https://www.orthodb.org/v10?query=662at4891	Armadillo-type fold
665at4891	Complete	ptg000005l	195020	198616	-	1622.8	980	https://www.orthodb.org/v10?query=665at4891	Coatomer subunit alpha
676at4891	Complete	ptg000009l	91661	95287	+	1623.4	957	https://www.orthodb.org/v10?query=676at4891	P-type ATPase
692at4891	Complete	ptg000007l	704148	709313	-	1419.1	1263	https://www.orthodb.org/v10?query=692at4891	nucleic acid-binding protein
693at4891	Duplicated	ptg000010l	89137	92946	+	983.5	861	https://www.orthodb.org/v10?query=693at4891	MAP kinase kinase kinase
693at4891	Duplicated	ptg000014l	92509	97236	+	1035.4	878	https://www.orthodb.org/v10?query=693at4891	MAP kinase kinase kinase
695at4891	Complete	ptg000006l	113754	117104	+	1669.5	890	https://www.orthodb.org/v10?query=695at4891	Carbamoyl-phosphate synthase arginine-specific large chain
707at4891	Complete	ptg000008l	409674	414560	+	261.3	337	https://www.orthodb.org/v10?query=707at4891	Separin
721at4891	Complete	ptg000001l	209144	213196	-	1187.4	918	https://www.orthodb.org/v10?query=721at4891	DNA-directed RNA polymerase
722at4891	Complete	ptg000011l	498213	503153	-	964.5	967	https://www.orthodb.org/v10?query=722at4891	Acetyl-CoA synthetase-like protein
730at4891	Complete	ptg000005l	277314	280604	+	1468.5	857	https://www.orthodb.org/v10?query=730at4891	DNA polymerase
746at4891	Complete	ptg000013l	471423	474725	+	1351.4	740	https://www.orthodb.org/v10?query=746at4891	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
751at4891	Complete	ptg000002l	82358	85573	-	1668.9	922	https://www.orthodb.org/v10?query=751at4891	Aminoacyl-tRNA synthetase, class Ia
811at4891	Complete	ptg000011l	935238	938486	-	1203.8	804	https://www.orthodb.org/v10?query=811at4891	DNA polymerase gamma
845at4891	Complete	ptg000013l	422682	426677	-	1332.7	1007	https://www.orthodb.org/v10?query=845at4891	Elongator complex protein 1
863at4891	Complete	ptg000016l	320806	323844	-	1630.7	851	https://www.orthodb.org/v10?query=863at4891	2-oxoglutarate dehydrogenase E1 component
869at4891	Complete	ptg000003l	817434	821021	-	1591.3	850	https://www.orthodb.org/v10?query=869at4891	ABC transporter, conserved site
960at4891	Duplicated	ptg000013l	170881	174012	+	1712.3	912	https://www.orthodb.org/v10?query=960at4891	Elongation factor 3
960at4891	Duplicated	ptg000014l	168492	171623	-	1731.9	911	https://www.orthodb.org/v10?query=960at4891	Elongation factor 3
962at4891	Complete	ptg000011l	941424	944297	-	1434.7	811	https://www.orthodb.org/v10?query=962at4891	Alanine--tRNA ligase
982at4891	Complete	ptg000007l	615752	618808	+	1253.7	757	https://www.orthodb.org/v10?query=982at4891	Glycine cleavage system P protein
986at4891	Complete	ptg000003l	538714	544314	+	2091.6	1394	https://www.orthodb.org/v10?query=986at4891	SNF2-related, N-terminal domain
1006at4891	Complete	ptg000003l	394627	398133	-	1267.8	904	https://www.orthodb.org/v10?query=1006at4891	Niemann-Pick C1, N-terminal
1011at4891	Complete	ptg000014l	315995	320236	-	1628.6	954	https://www.orthodb.org/v10?query=1011at4891	DNA topoisomerase 2
1037at4891	Complete	ptg000014l	343427	347827	-	1327.1	927	https://www.orthodb.org/v10?query=1037at4891	DNA polymerase
1038at4891	Complete	ptg000011l	555530	559213	-	675.7	714	https://www.orthodb.org/v10?query=1038at4891	Ubiquitin specific protease, conserved site
1088at4891	Complete	ptg000005l	1020245	1023424	+	1209.0	825	https://www.orthodb.org/v10?query=1088at4891	P-loop containing nucleoside triphosphate hydrolase protein
1099at4891	Complete	ptg000008l	889153	892401	-	1063.0	747	https://www.orthodb.org/v10?query=1099at4891	Alpha-mannosidase
1120at4891	Complete	ptg000003l	799617	803165	+	1202.5	774	https://www.orthodb.org/v10?query=1120at4891	Ribosome biogenesis protein BMS1
1180at4891	Complete	ptg000003l	409358	413041	-	1250.7	963	https://www.orthodb.org/v10?query=1180at4891	Uncharacterised domain NUC173
1186at4891	Complete	ptg000014l	399419	402577	-	1651.3	869	https://www.orthodb.org/v10?query=1186at4891	RNA cytidine acetyltransferase
1220at4891	Complete	ptg000005l	1005590	1010551	-	1515.8	1203	https://www.orthodb.org/v10?query=1220at4891	Serine/threonine-protein kinase
1221at4891	Complete	ptg000008l	1007024	1010128	-	1056.6	754	https://www.orthodb.org/v10?query=1221at4891	FACT complex subunit SPT16
1226at4891	Complete	ptg000009l	380026	383364	-	1264.4	943	https://www.orthodb.org/v10?query=1226at4891	binding
1228at4891	Complete	ptg000010l	149525	155989	-	878.4	1197	https://www.orthodb.org/v10?query=1228at4891	WD40-repeat-containing domain
1240at4891	Complete	ptg000005l	1326091	1330290	-	427.3	640	https://www.orthodb.org/v10?query=1240at4891	Mediator of RNA polymerase II transcription subunit 13
1243at4891	Complete	ptg000013l	217182	220712	-	1139.8	882	https://www.orthodb.org/v10?query=1243at4891	Condensin complex subunit 1
1266at4891	Complete	ptg000005l	71115	74327	-	1128.5	791	https://www.orthodb.org/v10?query=1266at4891	NAD-specific glutamate dehydrogenase
1283at4891	Complete	ptg000005l	715185	720278	-	770.4	1015	https://www.orthodb.org/v10?query=1283at4891	Protein dopey
1299at4891	Complete	ptg000008l	158479	161730	-	1568.5	941	https://www.orthodb.org/v10?query=1299at4891	Exportin-1
1312at4891	Complete	ptg000006l	455753	459442	+	1070.8	1091	https://www.orthodb.org/v10?query=1312at4891	Structural maintenance of chromosomes protein
1341at4891	Complete	ptg000015l	259170	262202	-	754.3	632	https://www.orthodb.org/v10?query=1341at4891	KEN domain
1344at4891	Complete	ptg000008l	768355	771687	+	483.2	520	https://www.orthodb.org/v10?query=1344at4891	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
1372at4891	Complete	ptg000008l	431067	434765	-	1124.3	887	https://www.orthodb.org/v10?query=1372at4891	Nrap protein
1378at4891	Complete	ptg000011l	317674	321915	+	1329.9	819	https://www.orthodb.org/v10?query=1378at4891	Paired amphipathic helix
1391at4891	Complete	ptg000003l	42059	46657	-	1830.4	1150	https://www.orthodb.org/v10?query=1391at4891	Glycogen debranching enzyme
1392at4891	Complete	ptg000007l	852734	856396	+	816.2	605	https://www.orthodb.org/v10?query=1392at4891	Ubiquitin carboxyl-terminal hydrolase 7, ICP0-binding domain
1425at4891	Complete	ptg000013l	396600	400637	+	844.9	664	https://www.orthodb.org/v10?query=1425at4891	Dbl homology (DH) domain
1426at4891	Complete	ptg000001l	54134	57220	-	930.7	631	https://www.orthodb.org/v10?query=1426at4891	Ferredoxin reductase-type FAD-binding domain
1452at4891	Complete	ptg000007l	148438	153357	-	1289.8	901	https://www.orthodb.org/v10?query=1452at4891	Lysophospholipase NTE1
1483at4891	Complete	ptg000017l	273662	276535	-	526.8	581	https://www.orthodb.org/v10?query=1483at4891	Ras GTPase-activating domain
1491at4891	Complete	ptg000008l	421632	424823	-	1661.0	866	https://www.orthodb.org/v10?query=1491at4891	Aminoacyl-tRNA synthetase, class Ia
1495at4891	Complete	ptg000005l	107666	111475	+	737.0	684	https://www.orthodb.org/v10?query=1495at4891	WD40-repeat-containing domain
1497at4891	Complete	ptg000006l	384803	389851	+	930.8	1091	https://www.orthodb.org/v10?query=1497at4891	Nucleoporin Nup186/Nup192/Nup205
1521at4891	Complete	ptg000011l	127444	130551	-	928.1	768	https://www.orthodb.org/v10?query=1521at4891	Peptidase M16, C-terminal
1523at4891	Complete	ptg000008l	613395	616820	-	1163.7	766	https://www.orthodb.org/v10?query=1523at4891	Calcium-transporting ATPase
1529at4891	Complete	ptg000016l	187455	190904	-	1457.7	823	https://www.orthodb.org/v10?query=1529at4891	P-type ATPase
1547at4891	Complete	ptg000002l	681678	685031	+	1104.6	735	https://www.orthodb.org/v10?query=1547at4891	Vacuolar cation-chloride cotransporter 1
1597at4891	Complete	ptg000010l	206821	209931	+	1141.7	707	https://www.orthodb.org/v10?query=1597at4891	putative ATP-dependent permease
1609at4891	Complete	ptg000014l	701296	706200	+	793.9	1020	https://www.orthodb.org/v10?query=1609at4891	Mon2, C-terminal
1625at4891	Complete	ptg000005l	1116455	1120990	+	1235.4	819	https://www.orthodb.org/v10?query=1625at4891	SNF2-related, N-terminal domain
1627at4891	Complete	ptg000003l	692538	695804	-	1389.2	830	https://www.orthodb.org/v10?query=1627at4891	leucyl-tRNA synthetase
1633at4891	Complete	ptg000005l	580983	583640	+	846.4	564	https://www.orthodb.org/v10?query=1633at4891	Trehalose-phosphatase
1642at4891	Complete	ptg000017l	599969	603415	+	271.3	563	https://www.orthodb.org/v10?query=1642at4891	Nucleoporin, Nup133/Nup155-like, C-terminal
1653at4891	Fragmented	ptg000008l	850268	852322	-	683.4	492	https://www.orthodb.org/v10?query=1653at4891	Coatomer subunit beta'
1655at4891	Complete	ptg000013l	357703	360285	-	1003.6	715	https://www.orthodb.org/v10?query=1655at4891	binding
1667at4891	Complete	ptg000005l	1305853	1308819	-	996.8	748	https://www.orthodb.org/v10?query=1667at4891	Peptidase M16, C-terminal
1679at4891	Complete	ptg000013l	448984	452844	-	1339.7	773	https://www.orthodb.org/v10?query=1679at4891	ATP-dependent RNA helicase Ski2, C-terminal
1699at4891	Complete	ptg000008l	912349	915198	+	1197.8	683	https://www.orthodb.org/v10?query=1699at4891	Calcium-transporting ATPase
1708at4891	Complete	ptg000004l	62717	65767	-	901.5	719	https://www.orthodb.org/v10?query=1708at4891	GPI ethanolamine phosphate transferase 3
1760at4891	Complete	ptg000013l	225428	227752	+	1010.7	597	https://www.orthodb.org/v10?query=1760at4891	DNA helicase
1774at4891	Complete	ptg000008l	981905	984943	+	1207.1	669	https://www.orthodb.org/v10?query=1774at4891	DNA helicase
1803at4891	Complete	ptg000008l	1062618	1065485	-	1062.7	756	https://www.orthodb.org/v10?query=1803at4891	Importin alpha re-exporter
1807at4891	Complete	ptg000001l	118283	120760	-	618.2	600	https://www.orthodb.org/v10?query=1807at4891	Nuclear pore protein
1841at4891	Complete	ptg000004l	255158	258157	-	339.4	543	https://www.orthodb.org/v10?query=1841at4891	Mediator of RNA polymerase II transcription subunit 14
1860at4891	Complete	ptg000016l	363495	366023	+	1288.4	625	https://www.orthodb.org/v10?query=1860at4891	Helicase, C-terminal
1865at4891	Complete	ptg000006l	63407	67732	+	1567.6	925	https://www.orthodb.org/v10?query=1865at4891	Nitrite/Sulfite reductase ferredoxin-like domain
1875at4891	Complete	ptg000007l	388200	392009	-	674.9	790	https://www.orthodb.org/v10?query=1875at4891	Armadillo-type fold
1906at4891	Complete	ptg000008l	51206	54355	+	747.5	652	https://www.orthodb.org/v10?query=1906at4891	Transcription initiation factor TFIID subunit 1
1923at4891	Complete	ptg000009l	522017	524260	+	1250.0	645	https://www.orthodb.org/v10?query=1923at4891	ATP-dependent helicase, C-terminal
1936at4891	Complete	ptg000002l	302675	305548	+	1034.2	584	https://www.orthodb.org/v10?query=1936at4891	Chitin synthase
1947at4891	Complete	ptg000017l	46333	49368	+	1466.5	903	https://www.orthodb.org/v10?query=1947at4891	Ubiquitin-activating enzyme E1
1970at4891	Complete	ptg000007l	496129	498675	+	435.6	442	https://www.orthodb.org/v10?query=1970at4891	MIF4G-like, type 1
1979at4891	Complete	ptg000006l	506920	511347	-	602.2	430	https://www.orthodb.org/v10?query=1979at4891	Protein kinase domain
2008at4891	Complete	ptg000012l	69297	72854	+	454.7	670	https://www.orthodb.org/v10?query=2008at4891	RNA polymerase III type 2 promoter sequence-specific DNA binding
2010at4891	Complete	ptg000002l	176236	178836	-	1221.6	652	https://www.orthodb.org/v10?query=2010at4891	DNA helicase
2020at4891	Complete	ptg000006l	412862	416080	-	1544.1	866	https://www.orthodb.org/v10?query=2020at4891	ATP-dependent RNA helicase DOB1
2040at4891	Complete	ptg000005l	1264590	1268456	-	531.5	727	https://www.orthodb.org/v10?query=2040at4891	TRAPP II complex, Trs120
2048at4891	Complete	ptg000007l	866690	869956	-	1152.9	879	https://www.orthodb.org/v10?query=2048at4891	Importin subunit beta-3
2052at4891	Complete	ptg000006l	255344	259222	+	1141.1	939	https://www.orthodb.org/v10?query=2052at4891	WD40/YVTN repeat-like-containing domain superfamily
2053at4891	Complete	ptg000006l	694297	696663	+	1181.3	633	https://www.orthodb.org/v10?query=2053at4891	Aconitate hydratase, mitochondrial
2138at4891	Complete	ptg000002l	214615	218346	-	585.2	497	https://www.orthodb.org/v10?query=2138at4891	Sla1
2161at4891	Complete	ptg000007l	823347	826214	+	1042.9	694	https://www.orthodb.org/v10?query=2161at4891	Splicing factor 3B subunit 1
2166at4891	Complete	ptg000009l	341209	343503	-	1282.3	678	https://www.orthodb.org/v10?query=2166at4891	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
2167at4891	Complete	ptg000007l	650097	652973	-	1359.4	745	https://www.orthodb.org/v10?query=2167at4891	ATP-dependent 6-phosphofructokinase
2171at4891	Complete	ptg000005l	23343	26321	+	721.8	637	https://www.orthodb.org/v10?query=2171at4891	Rho GTPase activation protein
2180at4891	Complete	ptg000005l	918415	921315	-	1183.0	750	https://www.orthodb.org/v10?query=2180at4891	Coatomer subunit beta
2193at4891	Complete	ptg000004l	74185	76896	+	1335.6	760	https://www.orthodb.org/v10?query=2193at4891	P-loop containing nucleoside triphosphate hydrolase protein
2203at4891	Complete	ptg000011l	644492	646906	+	1071.9	635	https://www.orthodb.org/v10?query=2203at4891	Glutaminyl-tRNA synthetase
2212at4891	Complete	ptg000002l	389394	391664	-	932.0	566	https://www.orthodb.org/v10?query=2212at4891	ATPase, AAA-type, conserved site
2307at4891	Complete	ptg000013l	269093	271417	-	1362.6	664	https://www.orthodb.org/v10?query=2307at4891	Aconitate hydratase, mitochondrial
2368at4891	Complete	ptg000013l	468242	471043	-	999.3	756	https://www.orthodb.org/v10?query=2368at4891	WD40 repeat
2373at4891	Complete	ptg000007l	252548	254659	-	673.4	431	https://www.orthodb.org/v10?query=2373at4891	Serine/threonine-protein kinase
2385at4891	Complete	ptg000002l	179187	182171	-	1043.0	739	https://www.orthodb.org/v10?query=2385at4891	Lon protease homolog, mitochondrial
2413at4891	Complete	ptg000002l	373991	376747	+	531.6	406	https://www.orthodb.org/v10?query=2413at4891	SNF2-related, N-terminal domain
2421at4891	Complete	ptg000006l	685611	689009	-	824.9	716	https://www.orthodb.org/v10?query=2421at4891	Ubiquitin carboxyl-terminal hydrolase 12
2432at4891	Complete	ptg000003l	343215	346007	-	1189.1	636	https://www.orthodb.org/v10?query=2432at4891	DNA helicase
2446at4891	Complete	ptg000014l	581809	586568	-	646.5	710	https://www.orthodb.org/v10?query=2446at4891	Autophagy-related protein 2
2456at4891	Complete	ptg000012l	102178	105510	-	821.3	524	https://www.orthodb.org/v10?query=2456at4891	SNF2-related, N-terminal domain
2459at4891	Complete	ptg000012l	72959	76564	-	575.8	892	https://www.orthodb.org/v10?query=2459at4891	WD40/YVTN repeat-like-containing domain superfamily
2471at4891	Complete	ptg000014l	380247	383129	-	1230.6	779	https://www.orthodb.org/v10?query=2471at4891	Pro-apoptotic serine protease NMA111
2483at4891	Complete	ptg000010l	280962	283307	+	1010.7	660	https://www.orthodb.org/v10?query=2483at4891	Histidine biosynthesis trifunctional protein
2485at4891	Complete	ptg000008l	906414	909107	+	1052.5	588	https://www.orthodb.org/v10?query=2485at4891	Putative SWI/SNF family member, DNA-dependent ATPase
2499at4891	Complete	ptg000014l	729857	732568	+	1038.3	708	https://www.orthodb.org/v10?query=2499at4891	Tetratricopeptide repeat
2515at4891	Complete	ptg000002l	261762	264509	-	713.4	630	https://www.orthodb.org/v10?query=2515at4891	binding
2531at4891	Complete	ptg000007l	345700	348033	-	925.2	504	https://www.orthodb.org/v10?query=2531at4891	WD40-repeat-containing domain
2534at4891	Complete	ptg000008l	62771	66901	-	964.5	612	https://www.orthodb.org/v10?query=2534at4891	ATPase, AAA-type, conserved site
2539at4891	Complete	ptg000007l	870726	873161	-	571.5	560	https://www.orthodb.org/v10?query=2539at4891	Eukaryotic translation initiation factor 3 subunit C
2543at4891	Complete	ptg000014l	568045	570960	-	377.5	553	https://www.orthodb.org/v10?query=2543at4891	Mediator of RNA polymerase II transcription subunit 16
2548at4891	Complete	ptg000010l	130253	134449	+	812.8	756	https://www.orthodb.org/v10?query=2548at4891	Transcription initiation factor TFIID subunit 2
2549at4891	Complete	ptg000015l	476905	481566	-	1505.5	1008	https://www.orthodb.org/v10?query=2549at4891	WD40 repeat
2564at4891	Complete	ptg000003l	432870	436100	-	797.6	681	https://www.orthodb.org/v10?query=2564at4891	RuvA domain 2-like
2565at4891	Complete	ptg000002l	392045	396013	-	750.1	656	https://www.orthodb.org/v10?query=2565at4891	Bromodomain
2568at4891	Complete	ptg000005l	689847	693272	+	894.7	738	https://www.orthodb.org/v10?query=2568at4891	WD40-repeat-containing domain
2611at4891	Complete	ptg000008l	120537	123479	+	1341.4	736	https://www.orthodb.org/v10?query=2611at4891	ATP-dependent 6-phosphofructokinase
2618at4891	Duplicated	ptg000007l	458914	462570	+	1548.3	859	https://www.orthodb.org/v10?query=2618at4891	Myosin-1
2618at4891	Duplicated	ptg000017l	203476	207291	-	1519.8	854	https://www.orthodb.org/v10?query=2618at4891	Myosin-1
2630at4891	Complete	ptg000002l	425875	430230	+	899.8	897	https://www.orthodb.org/v10?query=2630at4891	WD40-repeat-containing domain
2640at4891	Complete	ptg000002l	456172	458541	+	1011.7	537	https://www.orthodb.org/v10?query=2640at4891	Zinc finger, RING-type
2706at4891	Complete	ptg000013l	427456	429849	+	650.9	520	https://www.orthodb.org/v10?query=2706at4891	Vacuole morphology and inheritance protein 14
2716at4891	Complete	ptg000013l	231032	233368	-	886.9	536	https://www.orthodb.org/v10?query=2716at4891	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
2724at4891	Complete	ptg000016l	237307	239490	-	1160.5	589	https://www.orthodb.org/v10?query=2724at4891	Threonyl-tRNA synthetase
2754at4891	Complete	ptg000011l	1010558	1012699	-	654.4	543	https://www.orthodb.org/v10?query=2754at4891	Eukaryotic translation initiation factor 3 subunit B
2784at4891	Complete	ptg000008l	654282	656399	+	1134.1	586	https://www.orthodb.org/v10?query=2784at4891	Tryptophan synthase
2793at4891	Complete	ptg000008l	656776	659169	+	753.1	591	https://www.orthodb.org/v10?query=2793at4891	Glycosyl hydrolase family 63, N-terminal
2825at4891	Complete	ptg000004l	251398	253629	-	1127.2	599	https://www.orthodb.org/v10?query=2825at4891	Elongation factor G, mitochondrial
2851at4891	Complete	ptg000013l	113425	115872	-	822.1	602	https://www.orthodb.org/v10?query=2851at4891	WD40-repeat-containing domain
2862at4891	Complete	ptg000005l	236600	239104	-	1409.7	695	https://www.orthodb.org/v10?query=2862at4891	ATPase, AAA-type, conserved site
2893at4891	Complete	ptg000011l	856425	860768	+	1212.6	846	https://www.orthodb.org/v10?query=2893at4891	Cation-transporting ATPase
2898at4891	Complete	ptg000009l	296414	298996	+	1083.2	636	https://www.orthodb.org/v10?query=2898at4891	N-acetyl-gamma-glutamyl-phosphate reductase, active site
2905at4891	Complete	ptg000014l	651544	654963	-	389.3	496	https://www.orthodb.org/v10?query=2905at4891	Topoisomerase 1-associated factor 1
2915at4891	Complete	ptg000011l	945006	948953	+	683.7	899	https://www.orthodb.org/v10?query=2915at4891	UDP-glucose:Glycoprotein Glucosyltransferase
2926at4891	Complete	ptg000006l	524855	527203	-	770.2	607	https://www.orthodb.org/v10?query=2926at4891	Ribosome-releasing factor 2, mitochondrial
2971at4891	Complete	ptg000005l	952328	954760	-	1111.5	620	https://www.orthodb.org/v10?query=2971at4891	ClpA/B, conserved site 1
2976at4891	Complete	ptg000008l	648260	650377	-	1091.3	585	https://www.orthodb.org/v10?query=2976at4891	Glycosyltransferase family 66 protein
2990at4891	Complete	ptg000008l	836985	841100	+	436.3	603	https://www.orthodb.org/v10?query=2990at4891	Zinc finger, PHD-type
2994at4891	Complete	ptg000005l	1097649	1100432	+	755.0	658	https://www.orthodb.org/v10?query=2994at4891	Condensin complex subunit 3
3032at4891	Complete	ptg000015l	240012	242192	+	975.5	586	https://www.orthodb.org/v10?query=3032at4891	Terpene cyclase/mutase family member
3044at4891	Complete	ptg000008l	219203	222211	+	363.4	408	https://www.orthodb.org/v10?query=3044at4891	Mad3/Bub1 homology region 1
3049at4891	Complete	ptg000002l	614697	617231	+	1022.7	629	https://www.orthodb.org/v10?query=3049at4891	DNA replication licensing factor MCM7
3050at4891	Complete	ptg000008l	72574	77294	+	1094.2	564	https://www.orthodb.org/v10?query=3050at4891	Methionyl-tRNA synthetase
3060at4891	Complete	ptg000004l	379415	382243	+	1120.7	762	https://www.orthodb.org/v10?query=3060at4891	WD40 repeat
